Frames#,score_overall,nose_score,nose_x,nose_y,leftEye_score,leftEye_x,leftEye_y,rightEye_score,rightEye_x,rightEye_y,leftEar_score,leftEar_x,leftEar_y,rightEar_score,rightEar_x,rightEar_y,leftShoulder_score,leftShoulder_x,leftShoulder_y,rightShoulder_score,rightShoulder_x,rightShoulder_y,leftElbow_score,leftElbow_x,leftElbow_y,rightElbow_score,rightElbow_x,rightElbow_y,leftWrist_score,leftWrist_x,leftWrist_y,rightWrist_score,rightWrist_x,rightWrist_y,leftHip_score,leftHip_x,leftHip_y,rightHip_score,rightHip_x,rightHip_y,leftKnee_score,leftKnee_x,leftKnee_y,rightKnee_score,rightKnee_x,rightKnee_y,leftAnkle_score,leftAnkle_x,leftAnkle_y,rightAnkle_score,rightAnkle_x,rightAnkle_y
0,0.6984426712288576,0.9998588562011719,586.0701223080524,909.711566596442,0.9999932646751404,623.5727557350187,867.2356331928839,0.9998922944068909,537.6691245318352,867.9407332631087,0.9998000860214233,681.2671904260301,893.189299508427,0.9992592334747314,487.26196746254686,895.044768258427,0.9571529626846313,819.1827598314608,1137.4852966994383,0.9568827152252197,362.17864875936334,1145.7734960205994,0.9957528114318848,924.7723548689139,1450.3263986423221,0.9620165824890137,249.17442064606746,1444.5392965823971,0.997597873210907,753.4569580992509,1586.2805770131088,0.9861169457435608,401.5281922986892,1509.413916198502,0.5966574549674988,742.0302990402622,1821.6180945692884,0.3105928301811218,435.78366397471916,1784.8272179307116,0.012178808450698853,370.95205699906364,1923.9675503277153,0.04601523280143738,356.7897793773409,1870.4435861423221,0.014466196298599243,338.07130735018734,1918.7944756554307,0.03929126262664795,338.8168597846442,1924.172811329588
1,0.6973515258115881,0.9998604655265808,586.2241777855805,909.7163213951311,0.999993622303009,623.64532127809,867.341336025281,0.999891459941864,538.1038594335206,867.9217872191011,0.9997923374176025,681.8111393960673,893.1118328651686,0.9993095993995667,467.7336434925094,893.8939606741574,0.9542183876037598,819.1903675093633,1136.8178692649813,0.9566113948822021,363.6420294943821,1144.4011879681648,0.995511531829834,924.4222553838952,1450.2611481741574,0.9668808579444885,252.42355746722853,1442.0694346910113,0.9979145526885986,753.2463570926966,1586.5323618913858,0.9846471548080444,406.5795441245318,1508.7655079588014,0.5529506802558899,743.2616455992509,1820.2168188202247,0.33347997069358826,435.9048747659176,1796.4811563670412,0.029236942529678345,393.68189665262173,1935.0519370318352,0.03205713629722595,357.3994177200375,1933.0673572097378,0.012505203485488892,354.67001697097385,1903.916637406367,0.040114641189575195,333.08381612827714,1927.1954002808989
2,0.7060336663442499,0.9998580813407898,586.4251960440075,909.6031571863297,0.9999935030937195,624.1938055945693,867.4117801966293,0.9998980164527893,538.9296582397004,868.0356097846442,0.9997941255569458,682.7084796348315,892.8430038623596,0.9994399547576904,468.28900397940083,894.0595008192885,0.9588624835014343,818.6376404494383,1137.1594101123596,0.9613122940063477,365.67093867041206,1144.0274607911986,0.9958809018135071,925.3708742977528,1450.3891619850187,0.9642019271850586,250.7143170646068,1440.8276275749065,0.9976315498352051,755.1484228698503,1586.2091818820224,0.9832991361618042,405.53685334737827,1509.0172928370787,0.6221123933792114,746.4564314138577,1819.4775573501872,0.4086778461933136,438.4737096207865,1801.457748127341,0.020053774118423462,397.50014630149815,1935.8893668071162,0.03963509202003479,383.28710205992513,1854.3789501404494,0.017009764909744263,359.38443644662925,1899.2904377340824,0.03491148352622986,329.2318439840824,1933.5854108146068
3,0.7027913472231697,0.9998503923416138,586.9267175795881,909.7221734550562,0.9999934434890747,625.222963483146,867.1788682116105,0.9998993277549744,539.3385709269663,868.3196541432585,0.9997992515563965,683.4992392322097,892.984843164794,0.9993919730186462,468.44247425093636,893.7850392088015,0.961091160774231,820.0440367509364,1138.4028265449438,0.9491915702819824,361.79094978932585,1144.7272208567417,0.9964171648025513,927.3477001404494,1450.42266502809,0.9594922065734863,247.88506554307116,1439.8278031367042,0.9981933832168579,753.4699789325844,1586.1702656835207,0.9817436933517456,407.0692883895132,1508.0885709269664,0.6889454126358032,740.2013108614233,1822.1329295411986,0.30056145787239075,428.95123771067415,1914.117655664794,0.017734020948410034,367.84432057584274,1873.5742919007491,0.03547915816307068,369.62203007958806,1882.4120727996255,0.02194240689277649,347.59012172284645,1900.0032186329588,0.03772687911987305,332.563129096442,1925.556091994382
4,0.7020252662546494,0.9998530745506287,587.0302258895132,910.0346734550562,0.999994158744812,625.6970534878278,867.4090736189139,0.9999024868011475,539.9125117041199,868.3286516853933,0.9997904896736145,684.556487008427,893.5238178838952,0.9994692802429199,469.63987886235964,893.7750175561798,0.9591273069381714,826.7481566011236,1137.7510533707866,0.9568518996238708,365.6852030664794,1143.9587722378278,0.9961639046669006,926.0854108146068,1451.1733380149813,0.9602484107017517,247.38749414794006,1439.6718457397005,0.9983214139938354,749.9931969803372,1586.434925093633,0.9850184321403503,392.516020014045,1510.4955231741574,0.6443700790405273,743.2181209035582,1818.530401451311,0.342133492231369,422.28530255149815,1856.331489934457,0.016526222229003906,392.86099894662925,1934.430009363296,0.032804250717163086,374.3708304073034,1872.5049742509364,0.01784968376159668,351.9905781835206,1938.1759129213483,0.026004940271377563,333.25572038857683,1928.3384538857679
5,0.7016876164604636,0.9998434782028198,588.1784731975656,909.9304336376405,0.9999937415122986,626.1427610018727,867.3326310861423,0.9998992681503296,540.7266795411986,868.1688172986892,0.9997959136962891,684.7966409176031,894.1578885767791,0.9994733333587646,470.2568322799626,894.4101123595506,0.9655419588088989,825.9683696161048,1137.4176322565543,0.9555255174636841,363.9224894662922,1145.3599016853932,0.996245265007019,929.0088073501872,1450.8151919475656,0.9504389762878418,251.17428897471916,1442.7121371722847,0.9988559484481812,753.8001814138577,1586.1102820692884,0.9884039759635925,406.0501521535581,1507.1695049157304,0.5926125645637512,741.5115870786517,1816.253364934457,0.38520827889442444,425.2260358146068,1914.2136294475656,0.01908475160598755,391.3699672284645,1932.2441186797753,0.03440162539482117,355.7825667134832,1867.7949438202247,0.018882155418395996,354.0540876638577,1932.637816011236,0.02448272705078125,348.2043685627341,1888.288126170412
6,0.7030016867553487,0.9998435974121094,588.6517585440075,909.4836288623596,0.9999938011169434,626.7750029260301,867.4304336376405,0.9998892545700073,541.2756759129214,868.0354634831461,0.9998111724853516,685.359535931648,893.7415145131087,0.9995404481887817,471.12725304307116,894.1984872425094,0.9617065787315369,822.8050386235955,1137.7671465355807,0.9586617946624756,364.90863471441946,1144.0859082397003,0.9965344667434692,929.3653441011236,1448.331870318352,0.9479086995124817,252.44667310393265,1439.5982560861423,0.9987714290618896,756.3390976123596,1586.8148700842696,0.9907296299934387,409.8926878511236,1506.6846617509364,0.5800879001617432,734.1941713483147,1817.5544241573034,0.4235697388648987,428.6517585440075,1915.4873302902622,0.01825198531150818,808.943995786517,1893.9265859082398,0.03005489706993103,356.44538565074913,1864.5612418071162,0.01882147789001465,351.509685159176,1925.9888518258429,0.026851803064346313,344.10141619850185,1889.2705407303372
7,0.7096544907373541,0.9998433589935303,589.241646184457,908.4157742275281,0.9999940991401672,626.9454441713483,867.4741777855805,0.9998841285705566,542.0033064138577,867.9324672284645,0.9997982382774353,685.2852147705994,894.0971003043071,0.9995288848876953,471.7475713951311,893.8448765215356,0.9547184705734253,824.1982677902622,1137.2678195224719,0.9588214159011841,365.32837371254686,1144.6267848782772,0.9956380128860474,928.576340121723,1450.6585030430713,0.9385058879852295,250.89404845505624,1437.125321863296,0.9987783432006836,750.6451896067417,1585.7689606741574,0.9903520941734314,408.643126755618,1507.0627048220974,0.7096061706542969,738.8310510299625,1808.6860662453184,0.3241039216518402,407.863047167603,1795.3992567883895,0.0203416645526886,385.43151626872657,1859.1992919007491,0.07089641690254211,364.2939489700375,1920.447975187266,0.04563912749290466,346.24407478932585,1934.3246722846443,0.057676106691360474,333.46493153089887,1937.8944288389514
8,0.7058602518895093,0.9998356103897095,589.4558315777153,908.622425093633,0.9999938607215881,626.8080670646068,867.4335791198503,0.9998782873153687,542.0686300327716,867.6892409878277,0.9997771978378296,685.6505296114233,894.0325081928839,0.9994896650314331,471.5438465589888,892.1855980805244,0.9543102979660034,823.4541783707866,1137.102279377341,0.9501899480819702,368.1261704119851,1143.46954002809,0.9971048831939697,933.7704822097378,1451.2561446629213,0.9608044624328613,246.80887172284645,1442.3882256554307,0.9987318515777588,755.5645774812735,1585.6820575842696,0.9905481338500977,409.70147179307116,1507.583684456929,0.6719127893447876,743.1228054775281,1810.2576369382023,0.36097872257232666,425.4585088951311,1912.8366397471912,0.017551660537719727,394.003833099251,1934.4973080524346,0.035089969635009766,398.2739349250936,1888.0186388108614,0.03336033225059509,350.52017497659176,1935.6210498595506,0.030066609382629395,340.58900983146066,1925.5657478932585
9,0.708429802866543,0.9998303651809692,589.1457455524345,908.5490548923221,0.9999939203262329,627.3261938202247,867.2458011470038,0.9998828172683716,542.3731566011236,867.7931150514981,0.9997891187667847,686.0942620552435,893.9963717228464,0.9994936585426331,472.25648115636704,892.5367948267791,0.9549708962440491,822.2605044475656,1137.6501784878278,0.9582000970840454,367.6892409878277,1143.231873244382,0.9963818788528442,930.4015976123596,1447.5330641385767,0.9531114101409912,245.83560100655438,1437.975479868914,0.9984509944915771,755.5544095271537,1586.7913155430713,0.989712119102478,391.84383778089887,1507.83517673221,0.7287776470184326,735.7334825608614,1808.4806589419477,0.3487401604652405,434.9967082162922,1783.7308345037454,0.020252913236618042,809.7941537921349,1884.1905138108614,0.03582081198692322,380.2387640449439,1863.6971851591761,0.024816960096359253,353.97625526685397,1906.5506495786517,0.03508087992668152,337.86297401685397,1927.1399520131088
